name;address;visit_duration;long;lat;category_slug;shortdescription;longdescription;contact;opening;tarif;illustration
Le Trokson;{'postalCode': '69001', 'streetAddress': '110 montée de la Grande Côte', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,831632;45,769816;bars;Concerts de rock, punk, garage, spectacles divers.;;[{'Téléphone': '04 78 28 52 43'}];Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/91/132/361563.jpg', 'taille': 43924, 'hauteur': 450, 'largeur': 600, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/91/132/361563-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/92/132/361564.jpg', 'taille': 94350, 'hauteur': 640, 'largeur': 960, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/92/132/361564-fiche.jpg'}]
Bar du Carlton M Gallery;{'postalCode': '69002', 'streetAddress': '4 rue Jussieu', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};30;4,83698;45,76105;bars;Le Bar vous accueille dans une ambiance feutrée, confortablement installé dans son majestueux canapé central à la lueur de magnifiques lustres en perle, vous pourrez déguster différents champagnes ou encore apprécier son cocktail « rouge Carlton ».;;[{'Téléphone': '04 78 42 56 51'}, {'Mél': 'h2950@accor.com'}, {'Site web (URL)': 'http://www.accorhotels.com'}];Toute l'année de 15h à 1h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/197/146/12948165.jpg', 'taille': 1909919, 'hauteur': 2000, 'largeur': 1334, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/197/146/12948165-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/198/146/12948166.jpg', 'taille': 1361111, 'hauteur': 2000, 'largeur': 1334, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/198/146/12948166-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/199/146/12948167.jpg', 'taille': 1753195, 'hauteur': 1334, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/199/146/12948167-fiche.jpg'}]
Les Epinards;{'postalCode': '69001', 'streetAddress': '19 bis rue Sergent Blandan', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,829569;45,768811;bars;Bar associatif sur le thème du jeu. Association Et cest heureux car mon frère naime pas les épinards pour promouvoir le patrimoine ludique mondial. Plus de 1700 jeux dhier et daujourdhui venus du monde entier. Soirées à thème. Poker.;;[{'Téléphone': '09 54 09 69 01'}, {'Mél': 'lesepinards@gmail.com'}, {'Site web (URL)': 'http://www.lesepinards.fr'}];Ouvert du mer. au sam. de 19h à 1h, dim. de 15h à 19h et nuits de pleine lune de 19h à l'aube. Fermé les jours fériés.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/138/132/361610.jpeg', 'taille': 49185, 'hauteur': 603, 'largeur': 449, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/138/132/361610-fiche.jpg'}]
Odessa Comptoir;{'postalCode': '69001', 'streetAddress': '14 rue René Leynaud', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,83336;45,769729;bars;En lieu et place du Café Cousu, Odessa Comptoir vous fait découvrir une sélection de vins avec la possibilité de se restaurer sur place : des vins naturels et  une cuisine bistronomique. Une nouvelle adresse aussi pour un brunch dominical à Lyon.;;[{'Téléphone': '09 80 34 32 51'}, {'Mél': 'odessa.comptoir@gmail.com'}];Ouvert du mar. au ven.: de 11h à 15h et 17h30 à 1h, sam. et dim de 11h à 18h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/51/223/2350899.jpg', 'taille': 62881, 'hauteur': 577, 'largeur': 960, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/51/223/2350899-fiche.jpg'}]
Paddys Corner;{'postalCode': '69004', 'streetAddress': '4 rue de la Terrasse', 'addressCountry': 'FR', 'addressLocality': 'Lyon 4ème'};30;4,830744;45,774805;bars;Pub irlandais dans un décor de bois et de pierre directement inspiré des pubs de Dublin, Kilkenny ou Galway. Coin bibliothèque, coin avec des tables surélevées et un grand bar aux décors peints et un coin fléchette.;;[{'Téléphone': '09 52 11 21 76'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Attraction_Review-g187265-d3378537-Reviews-Paddy_s_Corner-Lyon_Rhone_Auvergne_Rhone_Alpes.html'}, {'Site web (URL)': 'http://www.paddyscorner.com'}, {'Page facebook': 'https://www.facebook.com/paddys.corner'}, {'X': 'https://twitter.com/paddyscorner'}];Toute l'année : ouvert tous les jours de 8h à 1h (à 2h du jeu au sam).  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/233/127/294889.jpg', 'taille': 40195, 'hauteur': 391, 'largeur': 450, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/233/127/294889-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/25/133/361753.jpg', 'taille': 67686, 'hauteur': 400, 'largeur': 600, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/25/133/361753-fiche.jpg'}]
Le Fantôme de lOpéra;{'postalCode': '69001', 'streetAddress': '19 rue Royale', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,837297;45,771083;bars;Feutré et intimiste, spécialisé dans les cocktails, Le Fantôme vous séduira avec sa large gamme d’alcools et spiritueux dexception, ainsi quavec ses assiettes. Le tout, sur des airs de musique épousant sa liberté de ton.;Secret, vif et chaleureux, Le Fantôme de lOpéra hante la rue Royale près de lOpéra de Lyon.    Cet audacieux fantôme vous fera découvrir ses cocktails, créations et classiques, et sa centaine de références en whiskys, rhums, spiritueux, vins et champagnes...     Ses assiettes vous mettront en appétit.    Reconnu par les médias locaux et nationaux, il noubliera jamais de vous accueillir dun sourire, en toute décontraction.    Sa playlist vous mènera des Four Tops à Juliette Armanet, de Nina Simone à Fishbach, de Blondie à Pulp... Et il se murmure quune reine fantôme y chante aussi des airs de blues...;[{'Téléphone': '04 37 92 03 88'}, {'Yelp': 'http://www.yelp.com/biz/le-fant%C3%B4me-de-l-op%C3%A9ra-lyon-2'}, {'Mél': 'fantomeoperalyon@gmail.com'}, {'Site web (URL)': 'http://www.lefantomedelopera.fr'}, {'Page facebook': 'https://www.facebook.com/fantome.opera.bar'}];Toute l'année  Ouverture le mardi, mercredi, jeudi, vendredi et samedi de 18h à 1h. Fermetures exceptionnelles les 1er janvier et 25 décembre.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/218/245/15857114.jpg', 'taille': 441167, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/218/245/15857114-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/219/245/15857115.jpg', 'taille': 373727, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/219/245/15857115-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/220/245/15857116.jpg', 'taille': 449980, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/220/245/15857116-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/153/19569091.jpg', 'taille': 810054, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/153/19569091-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/153/19569100.jpg', 'taille': 701052, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/153/19569100-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/153/19569106.jpg', 'taille': 901863, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/153/19569106-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/213/153/19569109.jpg', 'taille': 1374430, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/213/153/19569109-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/226/245/15857122.jpg', 'taille': 941449, 'hauteur': 1312, 'largeur': 1969, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/226/245/15857122-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/216/153/19569112.jpg', 'taille': 1459749, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/216/153/19569112-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/223/153/19569119.jpg', 'taille': 1159353, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/223/153/19569119-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/240/245/15857136.jpg', 'taille': 831500, 'hauteur': 1969, 'largeur': 1311, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/240/245/15857136-fiche.jpg'}]
Brazier Wine Bar (BWB);{'postalCode': '69001', 'streetAddress': '14 rue Royale', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,837268;45,771167;bars;Bar à vins, cave, restauration, cuisine du marché, table d’hôtes. La rigueur du métal, la chaleur du bois et la douceur de la feutrine offrent un espace chic et décontracté.;Le Brazier Wine Bar (BWB) est un bar à vins pour épicuriens, qui aiment faire rimer qualité et convivialité. Sa réalisation est issue d’une collaboration entre Mathieu Viannay et les architectes d’Atelier Chemin Neuf. Le célèbre chef a puisé dans son imaginaire les ingrédients nécessaires à sa conception.;[{'Téléphone': '04 78 23 24 26'}, {'Page facebook': 'http://www.facebook.com/pages/Brazier-Wine-Bar/296634957071107'}];ouvert du mardi au samedi, de 12h à 14h et de 19h à 22h30.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/220/83/349148.jpg', 'taille': 164485, 'hauteur': 660, 'largeur': 990, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/220/83/349148-fiche.jpg'}]
Maison M;{'postalCode': '69001', 'streetAddress': '21 place Gabriel Rambaud', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,829392;45,768034;bars;A la fois club et salle de concert, la MM est un lieu hors norme à la programmation décalée et éclectique, devenu incontournable dans le paysage nocturne lyonnais.;Son décor épurée d’inspiration scandinave, son bar à cocktail et son ambiance chaloupée, en font le lieu idéal pour boire un verre entre amis, voir un live band inédit ou transpirer sur le dancefloor jusqu’au matin.;[{'Téléphone': '04 78 27 29 18'}, {'Yelp': 'http://www.yelp.com/biz/la-maison-m%C3%A8re-lyon'}, {'Mél': 'contact@mmlyon.com'}, {'Site web (URL)': 'http://mmlyon.com/'}];Ouvert du mer. au sam. de 19h30 à 4h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/57/160/630841.jpg', 'taille': 328084, 'hauteur': 854, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/57/160/630841-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/59/160/630843.jpg', 'taille': 340434, 'hauteur': 854, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/59/160/630843-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/31/25/1513759.jpg', 'taille': 204100, 'hauteur': 800, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/31/25/1513759-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/38/25/1513766.jpg', 'taille': 226241, 'hauteur': 800, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/38/25/1513766-fiche.jpg'}]
Bar du Passage;{'postalCode': '69001', 'streetAddress': '8 rue du Plâtre', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,833867;45,765825;bars;Entrez dans la confidence où le secret est d’usage, à l’esprit d’un bar clandestin du temps de la Prohibition. A lintérieur, décor de rigueur : ambiance feutrée et capiteuse, lumières tamisées, fauteuils confortables.;A labri dans un passage protégé, le Bar éponyme vous invite à la détente dans une ambiance cosy à oublier votre stress et profiter des soirées lovés dans des fauteuils club, un verre de vin à la main accompagné d’assiette de charcuterie ou de fromage.;[{'Téléphone': '04 78 28 11 16'}, {'Mél': 'restaurant@le-passage.com'}, {'Site web (URL)': 'http://www.le-passage.com'}];Ouvert du mar. au sam. de 19h à 3h. Fermé en août et les jours fériés.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/186/131/1475514.jpg', 'taille': 568941, 'hauteur': 1772, 'largeur': 1179, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/186/131/1475514-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/185/131/1475513.jpg', 'taille': 458634, 'hauteur': 909, 'largeur': 1772, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/185/131/1475513-fiche.jpg'}]
La Crafterie;{'postalCode': '69001', 'streetAddress': '4 place Tobie Robatel', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,831221;45,768026;bars;Au cœur de la Presquîle non loin de la Place des Terreaux et de lHôtel de Ville, la cave à bières, la Crafterie, offre un choix incroyable de plus de 500 bières avec un procédé révolutionnaire pour emporter de la pression en bouteille à la maison !;;[{'Téléphone': '09 86 22 90 10'}, {'Mél': 'contact@la-crafterie.com'}, {'Site web (URL)': 'http://la-crafterie.com'}];Ouvert mar. au jeu. de 14h à 21h, ven. et sam. de 11h-21h et dim. de 11h à 19h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/248/203/2018296.jpg', 'taille': 82454, 'hauteur': 960, 'largeur': 720, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/248/203/2018296-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/247/203/2018295.jpg', 'taille': 118966, 'hauteur': 852, 'largeur': 1136, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/247/203/2018295-fiche.jpg'}]
Lyons GastroPub;{'postalCode': '69001', 'streetAddress': '7 rue Neuve', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,834996;45,765321;bars;Un restaurant ? Un Pub ? Pourquoi choisir ? Chez Lyons GastroPub, tout a été réfléchi pour associer une cuisine de qualité à la convivialité dun Pub !;Le Lyons GastroPub est un concept hybride ni tout à fait pub, ni complètement restaurant : une aventure dans laquelle se sont lancés trois jeunes talents issus dune grande maison de la gastronomie lyonnaise : Christian TETEDOIE.     À chaque espace son ambiance, pub, bistrot, côté cuisine ou plutôt salon,  un jeu subtil de matériaux et  luminaires réalisé par le Collectif Saône invitent à passer de bons moments.    Cest avant tout un lieu de vie convivial, empreint dune réelle envie de bien manger et de bien boire à des prix abordables. Lenvie est de créer un lieu singulier et novateur à Lyon.    Son intérieur design et chaleureux fait de Lyons GastroPub, lun des 15 finalistes de l’édition 2017 du concours Lyon Shop Design. Votez pour le GastroPub !;[{'Site web (URL)': 'https://www.lyon-shop-design.com/lyon-ville-design/les-boutiques/liste-boutiques/detail-boutique/boutique/lyons-gastropub-1/'}];Ouvert les lundi, mercredi et jeudi de 12h à 0h, les vendredi et samedi jusqu'à 1h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/230/171/2272230.jpg', 'taille': 4838721, 'hauteur': 2592, 'largeur': 4406, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/230/171/2272230-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/231/171/2272231.jpg', 'taille': 3872133, 'hauteur': 2317, 'largeur': 3644, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/231/171/2272231-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/232/171/2272232.jpg', 'taille': 1618787, 'hauteur': 1310, 'largeur': 2126, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/232/171/2272232-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/233/171/2272233.jpg', 'taille': 1940016, 'hauteur': 1512, 'largeur': 2362, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/233/171/2272233-fiche.jpg'}]
Aquarium Ciné Café;{'postalCode': '69004', 'streetAddress': '10 rue Dumont', 'addressCountry': 'FR', 'addressLocality': 'Lyon 4ème'};30;4,831464;45,776715;bars;Un lieu convivial, participatif et ouvert à tous les publics pour refaire de la salle de cinéma une pratique collective avec un ciné-club, un vidéo-club, un atelier ciné et un café pour se rencontrer et échanger autour d’un verre ou d’un croque-monsieur.;;[{'Téléphone': '09 81 96 94 29'}, {'Mél': 'aquarium.association@gmail.com'}, {'Site web (URL)': 'http://aquarium-cine-cafe.fr/'}, {'Page facebook': 'https://www.facebook.com/aquarium.cinecafe/'}];Toute l'année. Tous les jours. Fermé lundi et mardi. Ouvert du mer. au sam.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/184/2275381.jpg', 'taille': 51646, 'hauteur': 540, 'largeur': 720, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/184/2275381-fiche.jpg'}]
Bar Carrousel;{'postalCode': '69002', 'streetAddress': '5 rue Stella', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};30;4,836578;45,760801;bars;Le Mercure Plaza vous offre le standing d’un hôtel 4 étoiles en plein cœur de la ville. Accordez vous une pause au Carrousel Bar, lieu idéal pour siroter un verre sur la terrasse estivale ou suivre les nombreux évènements sportifs qui sont diffusés.;;[{'Téléphone': '04 78 37 50 50'}, {'Mél': 'H2951@accor.com'}, {'Site web (URL)': 'http://www.accorhotels.com'}, {'Page facebook': 'https://fr-fr.facebook.com/MercureLyonCentrePlazaRepublique/'}];Toute l'année  Ouverture tous les jours de 7h à 0h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/58/9255579.jpg', 'taille': 1810309, 'hauteur': 4206, 'largeur': 6309, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/58/9255579-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/174/58/9255598.jpg', 'taille': 3037442, 'hauteur': 4058, 'largeur': 6086, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/174/58/9255598-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/179/58/9255603.jpg', 'taille': 5446417, 'hauteur': 2606, 'largeur': 3648, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/179/58/9255603-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/180/58/9255604.jpg', 'taille': 2102316, 'hauteur': 4128, 'largeur': 6192, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/180/58/9255604-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/181/58/9255605.jpg', 'taille': 2346427, 'hauteur': 4042, 'largeur': 6063, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/181/58/9255605-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/182/58/9255606.jpg', 'taille': 2422562, 'hauteur': 3046, 'largeur': 4569, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/182/58/9255606-fiche.jpg'}]
Super5;{'postalCode': '69001', 'streetAddress': '2 Rue de Savy', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,830088;45,769437;bars;Plus qu’un bar, Super 5 a pour vocation de devenir une vitrine dédiée à la culture de demain et d’offrir un lieu d’échange avec les acteurs locaux et indépendants de tous bords.;Un ensemble de rendez-vous thématiques sont prévus tout au long de l’année. Ainsi, blind tests, projections de films et retrogaming côtoient les résidences d’artistes et labels qui, jusqu’à 1 heure, proposent prestations live et DJ sets, retransmis en direct via notre Facebook;[{'Mél': 'bar.capsule@gmail.com'}, {'Page facebook': 'https://www.facebook.com/super5bar/'}];Toute l'année. Ouvert mardi et mercredi de 18h à minuit  Jusqu'à 1h les jeudis, vendredis et samedis.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/115/228/4383859.jpg', 'taille': 614332, 'hauteur': 1333, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/115/228/4383859-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/116/228/4383860.jpg', 'taille': 384033, 'hauteur': 1334, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/116/228/4383860-fiche.jpg'}]
Broc Bar;{'postalCode': '69001', 'streetAddress': '20 rue Lanterne', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,831835;45,766038;bars;Petit bar avec une immense terrasse. Gay friendly.;;[{'Téléphone': '04 78 30 82 61'}];Toute l'année de 7h à 1h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/40/119/292648.jpg', 'taille': 161773, 'hauteur': 332, 'largeur': 500, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/40/119/292648-fiche.jpg'}]
Gourmet Bar Confluence;{'postalCode': '69002', 'streetAddress': '3 rue Paul Montrochet', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};30;4,817068;45,740265;bars;Pour un rendez-vous professionnel ou un verre entre amis, autour du bar ou en terrasse, tout est réuni pour passer un très bon moment dans cet espace ouvert qui invite à la détente dans une ambiance chaleureuse d’un comptoir.;;[{'Téléphone': '04 37 23 64 00'}, {'Téléphone': '04 37 23 64 14'}, {'Mél': 'h7325-fb@accor.com'}, {'Site web (URL)': 'http://www.novotel.com/7325'}, {'Site web (URL)': 'http://www.gourmetbarconfluence.com'}, {'Fax': '04 37 23 64 01'}, {'Page facebook': 'https://www.facebook.com/gourmetbarlyonconfluence/'}];Ouvert tous les jours de 6h à minuit.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/111/235/12118895.jpg', 'taille': 7912526, 'hauteur': 6003, 'largeur': 4001, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/111/235/12118895-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/170/235/12118954.jpg', 'taille': 1424567, 'hauteur': 1365, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/170/235/12118954-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/181/235/12118965.jpg', 'taille': 2633258, 'hauteur': 3072, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/181/235/12118965-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/208/235/12118992.jpg', 'taille': 2815434, 'hauteur': 3072, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/208/235/12118992-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/226/235/12119010.jpg', 'taille': 3434105, 'hauteur': 3072, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/226/235/12119010-fiche.jpg'}]
Mumbaï Café;{'postalCode': '69001', 'streetAddress': '6 rue Sainte-Catherine', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,832908;45,768069;bars;Une serveuse tellement sympa qu’elle pourrait être votre amie. Les sourires bienveillants du chef dans sa cuisine qui se soucie que tout aille pour le mieux. Le barman qui vous décortique avec plaisir la carte des cocktails maison de son inspiration.;;[{'Téléphone': '09 86 35 07 43'}, {'Yelp': 'https://www.yelp.fr/biz/mumba%C3%AF-caf%C3%A9-lyon-2'}, {'Mél': '1mumbaicafe@gmail.com'}, {'Page facebook': 'https://www.facebook.com/Mumbai-Caf%C3%A9-1685414335040215/'}];Ouvert du lun. au sam. de 18h à 1h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/51/1651503.jpg', 'taille': 2741643, 'hauteur': 3680, 'largeur': 2456, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/51/1651503-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/51/1651504.jpg', 'taille': 9712865, 'hauteur': 2832, 'largeur': 4256, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/51/1651504-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/49/51/1651505.jpg', 'taille': 647013, 'hauteur': 1840, 'largeur': 1228, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/49/51/1651505-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/50/51/1651506.jpg', 'taille': 3000384, 'hauteur': 3231, 'largeur': 5520, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/50/51/1651506-fiche.jpg'}]
La Grooverie;{'postalCode': '69001', 'streetAddress': '9 Rue du Jardin des Plantes', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,830526;45,769805;bars;Music bar en plein centre de Lyon, pour les amoureux du Groove.;;[{'Téléphone': '04 78 98 52 32'}, {'Mél': 'grooverieprog@gmail.com'}, {'Site web (URL)': 'http://lagrooverie.fr/'}, {'Page facebook': 'https://www.facebook.com/lagrooverie/'}];Du mardi au samedi, de 18h à 1h. Fermé lundi et dimanche.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/68/119/3569476.jpg', 'taille': 364906, 'hauteur': 1365, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/68/119/3569476-fiche.jpg'}]
