name;address;visit_duration;long;lat;category_id;shortdescription;longdescription;contact;opening;tarif;illustration
Le Fantôme de lOpéra;"{""postalCode"": '69001', ""streetAddress"": '19 rue Royale', ""addressLocality"": 'Lyon 1er'}";30;4,837297;45,771083;5;Feutré et intimiste, spécialisé dans les cocktails, Le Fantôme vous séduira avec sa large gamme d’alcools et spiritueux dexception, ainsi quavec ses assiettes. Le tout, sur des airs de musique épousant sa liberté de ton.;Secret, vif et chaleureux, Le Fantôme de lOpéra hante la rue Royale près de lOpéra de Lyon.    Cet audacieux fantôme vous fera découvrir ses cocktails, créations et classiques, et sa centaine de références en whiskys, rhums, spiritueux, vins et champagnes...     Ses assiettes vous mettront en appétit.    Reconnu par les médias locaux et nationaux, il noubliera jamais de vous accueillir dun sourire, en toute décontraction.    Sa playlist vous mènera des Four Tops à Juliette Armanet, de Nina Simone à Fishbach, de Blondie à Pulp... Et il se murmure quune reine fantôme y chante aussi des airs de blues...;[{'Téléphone': '04 37 92 03 88'}, {'Yelp': 'http://www.yelp.com/biz/le-fant%C3%B4me-de-l-op%C3%A9ra-lyon-2'}, {'Mél': 'fantomeoperalyon@gmail.com'}, {'Site web (URL)': 'http://www.lefantomedelopera.fr'}, {'Page facebook': 'https://www.facebook.com/fantome.opera.bar'}];Toute l'année  Ouverture le mardi, mercredi, jeudi, vendredi et samedi de 18h à 1h. Fermetures exceptionnelles les 1er janvier et 25 décembre.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/218/245/15857114.jpg', 'taille': 441167, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/218/245/15857114-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/219/245/15857115.jpg', 'taille': 373727, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/219/245/15857115-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/220/245/15857116.jpg', 'taille': 449980, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/220/245/15857116-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/153/19569091.jpg', 'taille': 810054, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/153/19569091-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/153/19569100.jpg', 'taille': 701052, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/153/19569100-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/153/19569106.jpg', 'taille': 901863, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/153/19569106-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/213/153/19569109.jpg', 'taille': 1374430, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/213/153/19569109-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/226/245/15857122.jpg', 'taille': 941449, 'hauteur': 1312, 'largeur': 1969, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/226/245/15857122-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/216/153/19569112.jpg', 'taille': 1459749, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/216/153/19569112-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/223/153/19569119.jpg', 'taille': 1159353, 'hauteur': 1920, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/223/153/19569119-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/240/245/15857136.jpg', 'taille': 831500, 'hauteur': 1969, 'largeur': 1311, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/240/245/15857136-fiche.jpg'}]
Péniche Star Ferry;"{""postalCode"": '69003', ""streetAddress"": 'Face au 2 quai Victor Augagneur', ""addressLocality"": 'Lyon 3ème'}";30;4,840486;45,762598;5;Bateau amarré sur le Rhône, le long des Berges. Bar à bières beer garden & hamburgers.;;[{'Téléphone': '04 72 60 97 18'}];Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/31/133/361759.jpg', 'taille': 186250, 'hauteur': 400, 'largeur': 600, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/31/133/361759-fiche.jpg'}]
Brazier Wine Bar (BWB);"{""postalCode"": '69001', ""streetAddress"": '14 rue Royale', ""addressLocality"": 'Lyon 1er'}";30;4,837268;45,771167;5;Bar à vins, cave, restauration, cuisine du marché, table d’hôtes. La rigueur du métal, la chaleur du bois et la douceur de la feutrine offrent un espace chic et décontracté.;Le Brazier Wine Bar (BWB) est un bar à vins pour épicuriens, qui aiment faire rimer qualité et convivialité. Sa réalisation est issue d’une collaboration entre Mathieu Viannay et les architectes d’Atelier Chemin Neuf. Le célèbre chef a puisé dans son imaginaire les ingrédients nécessaires à sa conception.;[{'Téléphone': '04 78 23 24 26'}, {'Page facebook': 'http://www.facebook.com/pages/Brazier-Wine-Bar/296634957071107'}];ouvert du mardi au samedi, de 12h à 14h et de 19h à 22h30.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/220/83/349148.jpg', 'taille': 164485, 'hauteur': 660, 'largeur': 990, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/220/83/349148-fiche.jpg'}]
Mama Shelter - Bar;"{""postalCode"": '69007', ""streetAddress"": '13 rue Domer', ""addressLocality"": 'Lyon 7ème'}";30;4,845225;45,746947;5;Le bar du Mama vous attend au centre de la salle, surplombé par ses inimitables bouées. Découvrez le magnifique bar intérieur en marbre rose. Le temps dun verre sortez du temps au Mama Shelter !;Entre sa sélection de vins, de cocktails et de finger food, Mama rend hommage à la gastronomie française. Venez-vous délecter d’un cocktail revisité à la sauce Mama, à accompagner de Mezzés.    Une scène live où se côtoient DJ’s et artistes émergents, et un bar comme un ilot en plein coeur, centre d’énergies positives où l’on peut aisément refaire le monde avec les amis d’un soir, ou ceux de toujours.    Le Mama Lyon est définitivement un lieu de vie et de rencontres unique. Il ne manque plus que vous !;[{'Téléphone': '04 78 02 58 00'}, {'Mél': 'food.lyon@mamashelter.com'}, {'Site web (URL)': 'http://www.mamashelter.com'}];Toute l'année  Ouverture le lundi, mardi, mercredi et dimanche de 10h à 0h. Le vendredi et samedi de 10h à 1h30.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/170/49/19673514.jpg', 'taille': 264752, 'hauteur': 1080, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/170/49/19673514-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/49/19673520.jpg', 'taille': 467457, 'hauteur': 1080, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/49/19673520-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/177/49/19673521.jpg', 'taille': 328922, 'hauteur': 1080, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/177/49/19673521-fiche.jpg'}]
B 52 Bistroclub;"{""postalCode"": '69570', ""streetAddress"": '60 chemin de la Bruyère', ""addressLocality"": 'Dardilly'}";30;4,770792;45,806965;5;Au Nord de Lyon, tous les vendredis et samedis soirs Finger Food pour vos débuts de soirées ! Parce que la convivialité est notre mot d’ordre, le B52 BistroClub accompagne vos boissons de petites assiettes variées à partager !;Finger Food & Club, un concept à l’image de vos envies !   Le B52 s’occupe de vous tous les vendredis et samedis soirs : venez entre amis, piochez dans nos assiettes gourmandes mais pas seulement ! Dès janvier, vous choisissez entre picorer ou dévorer. L’étage vous attend pour un repas complet avec une carte spécialement conçue pour votre soirée Finger Food & Club. Nos prix, eux, n’évoluent pas et restent identiques au service restauration du midi. L’accès à cet espace ne pourra se faire qu’après avoir réservé votre table via notre site internet. Pensez-y !;[{'Téléphone': '04 78 35 06 81'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Restaurant_Review-g207358-d3320918-Reviews-B_52-Dardilly_Rhone_Auvergne_Rhone_Alpes.html'}, {'Mél': 'contact@restaurant-b52.com'}, {'Site web (URL)': 'http://www.restaurant-b52.com'}];Ouvert les mar.-mer. de 11h à 21h, jeu. jusqu'à 1h, ven. et sam. jusqu'à 5h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/101/254/3931749.jpg', 'taille': 512742, 'hauteur': 847, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/101/254/3931749-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/102/254/3931750.jpg', 'taille': 675045, 'hauteur': 847, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/102/254/3931750-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/103/254/3931751.jpg', 'taille': 737445, 'hauteur': 847, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/103/254/3931751-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/104/254/3931752.jpg', 'taille': 708746, 'hauteur': 1280, 'largeur': 847, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/104/254/3931752-fiche.jpg'}]
Bar Les Collections;"{""postalCode"": '69005', ""streetAddress"": '23 rue Radisson', ""addressLocality"": 'Lyon 5ème'}";30;4,817512;45,758309;5;Offrez-vous une pause en afterwork dans un lieu atypique au sein dun ancien Couvent des Visitandines rénové en hôtel, à quelques pas de la Basilique et des théâtres romains de Fourvière.;Situé en vitrine de l’une des ailes du péristyle, le bar « Les Collections » est un lieu incontournable de la vie de l’hôtel. Son sol en tomettes de céramique et l’ambiance tamisée de son long comptoir lui confèrent un charme singulier.    Profitez d’une ambiance musicale autour d’un apéritif avec les Jeudis Musicaux. Chaque 3ème jeudi du mois, des musiciens issus de divers horizons s’invitent au Fourvière Hôtel.;[{'Téléphone': '04 74 700 700'}, {'Mél': 'contact@fourviere-hotel.com'}, {'Site web (URL)': 'https://www.fourviere-hotel.com/manger/'}];Toute l'année de 12h à 1h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/154/10132123.jpg', 'taille': 684958, 'hauteur': 1536, 'largeur': 3021, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/154/10132123-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/159/154/10132127.jpg', 'taille': 1044799, 'hauteur': 1667, 'largeur': 2500, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/159/154/10132127-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/160/154/10132128.jpg', 'taille': 716018, 'hauteur': 1667, 'largeur': 2500, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/160/154/10132128-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/163/154/10132131.jpg', 'taille': 682063, 'hauteur': 1667, 'largeur': 2500, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/163/154/10132131-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/164/154/10132132.jpeg', 'taille': 554662, 'hauteur': 2048, 'largeur': 1536, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/164/154/10132132-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/9/207/16764681.jpg', 'taille': 3451101, 'hauteur': 4000, 'largeur': 6000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/9/207/16764681-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/116/207/16764788.jpg', 'taille': 3736489, 'hauteur': 6000, 'largeur': 4000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/116/207/16764788-fiche.jpg'}]
Tommys Diner;"{""postalCode"": '69100', ""streetAddress"": '3 Avenue de Böhlen', ""addressLocality"": 'Villeurbanne'}";30;4,920526;45,764968;5;Un Vrai Diner américain pour vous  retrouver Back to the 50 et découvrir la cuisine américaine traditionnelle (Brunch, Hamburgers, Dîners, Hot-dogs, Grills et Tex-Mex).;;[{'Téléphone': '04 72 74 42 88'}, {'Site web (URL)': 'http://www.tommys-cafe.com/news-vaulx/'}, {'Page facebook': 'https://www.facebook.com/tommysLyonCarreDeSoie'}];Ouvert tous les jours de 11h30 à 23h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/96/78/1396320.jpg', 'taille': 282767, 'hauteur': 1313, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/96/78/1396320-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/112/80/1396848.jpg', 'taille': 156256, 'hauteur': 807, 'largeur': 1042, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/112/80/1396848-fiche.jpg'}]
Bar du Passage;"{""postalCode"": '69001', ""streetAddress"": '8 rue du Plâtre', ""addressLocality"": 'Lyon 1er'}";30;4,833867;45,765825;5;Entrez dans la confidence où le secret est d’usage, à l’esprit d’un bar clandestin du temps de la Prohibition. A lintérieur, décor de rigueur : ambiance feutrée et capiteuse, lumières tamisées, fauteuils confortables.;A labri dans un passage protégé, le Bar éponyme vous invite à la détente dans une ambiance cosy à oublier votre stress et profiter des soirées lovés dans des fauteuils club, un verre de vin à la main accompagné d’assiette de charcuterie ou de fromage.;[{'Téléphone': '04 78 28 11 16'}, {'Mél': 'restaurant@le-passage.com'}, {'Site web (URL)': 'http://www.le-passage.com'}];Ouvert du mar. au sam. de 19h à 3h. Fermé en août et les jours fériés.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/186/131/1475514.jpg', 'taille': 568941, 'hauteur': 1772, 'largeur': 1179, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/186/131/1475514-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/185/131/1475513.jpg', 'taille': 458634, 'hauteur': 909, 'largeur': 1772, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/185/131/1475513-fiche.jpg'}]
La Crafterie;"{""postalCode"": '69001', ""streetAddress"": '4 place Tobie Robatel', ""addressLocality"": 'Lyon 1er'}";30;4,831221;45,768026;5;Au cœur de la Presquîle non loin de la Place des Terreaux et de lHôtel de Ville, la cave à bières, la Crafterie, offre un choix incroyable de plus de 500 bières avec un procédé révolutionnaire pour emporter de la pression en bouteille à la maison !;;[{'Téléphone': '09 86 22 90 10'}, {'Mél': 'contact@la-crafterie.com'}, {'Site web (URL)': 'http://la-crafterie.com'}];Ouvert mar. au jeu. de 14h à 21h, ven. et sam. de 11h-21h et dim. de 11h à 19h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/248/203/2018296.jpg', 'taille': 82454, 'hauteur': 960, 'largeur': 720, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/248/203/2018296-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/247/203/2018295.jpg', 'taille': 118966, 'hauteur': 852, 'largeur': 1136, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/247/203/2018295-fiche.jpg'}]
Baràgones;"{""postalCode"": '69005', ""streetAddress"": '5 place Saint-Paul', ""addressLocality"": 'Lyon 5ème'}";30;4,828026;45,765854;5;Society bar, cocktails and more, pour un afterwork.;Mitoyen du Collège Hôtel, le Baràgones apporte un souffle latino sur le Vieux Lyon. Amis ou collaborateurs prolongent leurs soirées dans ce bar à cocktails au décor inspiré d’Amérique du Sud et des Caraïbes. Plus qu’un bar à cocktails et alcools premium, le Baràgones est un « society bar » pensé pour se retrouver et tisser des liens dans un 3ème lieu, entre le travail et la maison.    A l’arrivée des beaux jours, les cocktails et tapas se dégustent sur la terrasse au soleil, avec un air de vacances en Amérique du Sud. Une offre finger food variée permet d’y prolonger sa soirée.;[{'Téléphone': '04 78 69 02 06'}, {'Mél': 'contact@baragones.fr'}, {'Site web (URL)': 'http://www.baragones.fr/'}];Toute l'année  Ouverture le lundi, mardi, mercredi, jeudi, vendredi et samedi de 15h à 0h. Le dimanche de 15h à 21h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/84/201/16763220.jpg', 'taille': 620239, 'hauteur': 2157, 'largeur': 1179, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/84/201/16763220-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/100/201/16763236.jpg', 'taille': 900367, 'hauteur': 2157, 'largeur': 1181, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/100/201/16763236-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/103/201/16763239.jpg', 'taille': 1600281, 'hauteur': 2160, 'largeur': 3840, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/103/201/16763239-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/104/201/16763240.jpg', 'taille': 476194, 'hauteur': 2157, 'largeur': 1156, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/104/201/16763240-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/107/201/16763243.jpg', 'taille': 1361192, 'hauteur': 1442, 'largeur': 3206, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/107/201/16763243-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/109/201/16763245.jpg', 'taille': 5092331, 'hauteur': 6000, 'largeur': 4000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/109/201/16763245-fiche.jpg'}]
Lyons GastroPub;"{""postalCode"": '69001', ""streetAddress"": '7 rue Neuve', ""addressLocality"": 'Lyon 1er'}";30;4,834996;45,765321;5;Un restaurant ? Un Pub ? Pourquoi choisir ? Chez Lyons GastroPub, tout a été réfléchi pour associer une cuisine de qualité à la convivialité dun Pub !;Le Lyons GastroPub est un concept hybride ni tout à fait pub, ni complètement restaurant : une aventure dans laquelle se sont lancés trois jeunes talents issus dune grande maison de la gastronomie lyonnaise : Christian TETEDOIE.     À chaque espace son ambiance, pub, bistrot, côté cuisine ou plutôt salon,  un jeu subtil de matériaux et  luminaires réalisé par le Collectif Saône invitent à passer de bons moments.    Cest avant tout un lieu de vie convivial, empreint dune réelle envie de bien manger et de bien boire à des prix abordables. Lenvie est de créer un lieu singulier et novateur à Lyon.    Son intérieur design et chaleureux fait de Lyons GastroPub, lun des 15 finalistes de l’édition 2017 du concours Lyon Shop Design. Votez pour le GastroPub !;[{'Site web (URL)': 'https://www.lyon-shop-design.com/lyon-ville-design/les-boutiques/liste-boutiques/detail-boutique/boutique/lyons-gastropub-1/'}];Ouvert les lundi, mercredi et jeudi de 12h à 0h, les vendredi et samedi jusqu'à 1h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/230/171/2272230.jpg', 'taille': 4838721, 'hauteur': 2592, 'largeur': 4406, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/230/171/2272230-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/231/171/2272231.jpg', 'taille': 3872133, 'hauteur': 2317, 'largeur': 3644, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/231/171/2272231-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/232/171/2272232.jpg', 'taille': 1618787, 'hauteur': 1310, 'largeur': 2126, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/232/171/2272232-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/233/171/2272233.jpg', 'taille': 1940016, 'hauteur': 1512, 'largeur': 2362, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/233/171/2272233-fiche.jpg'}]
Aquarium Ciné Café;"{""postalCode"": '69004', ""streetAddress"": '10 rue Dumont', ""addressLocality"": 'Lyon 4ème'}";30;4,831464;45,776715;5;Un lieu convivial, participatif et ouvert à tous les publics pour refaire de la salle de cinéma une pratique collective avec un ciné-club, un vidéo-club, un atelier ciné et un café pour se rencontrer et échanger autour d’un verre ou d’un croque-monsieur.;;[{'Téléphone': '09 81 96 94 29'}, {'Mél': 'aquarium.association@gmail.com'}, {'Site web (URL)': 'http://aquarium-cine-cafe.fr/'}, {'Page facebook': 'https://www.facebook.com/aquarium.cinecafe/'}];Toute l'année. Tous les jours. Fermé lundi et mardi. Ouvert du mer. au sam.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/184/2275381.jpg', 'taille': 51646, 'hauteur': 540, 'largeur': 720, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/184/2275381-fiche.jpg'}]
Bar Villa Maïa;"{""postalCode"": '69005', ""streetAddress"": '8 rue Professeur Pierre Marion', ""addressLocality"": 'Lyon 5ème'}";30;4,823302;45,758917;5;Le Bar, situé au 1er étage de VILLA MAIA et façonné de verre de Saint-Just, joue avec la lumière et la transparence sans jamais perdre la vue sur la ville. Déguster un cocktail à la tombée de la nuit devient un moment unique.;Le Bar vous emmène au royaume des cocktails créés spécialement pour l’hôtel mais aussi pour vous grâce à la boite secrète imaginée par les barmen. Faites travailler votre nez et transformez-vous l’espace d’une soirée en bartender inventif… une véritable aventure olfactive vous attend !    A la jolie saison, la terrasse, aménagée sur le jardin dessiné par Louis Benech, vous propose une carte aux senteurs d’été et une restauration légère à déguster entre amis, en famille pour une parenthèse enchantée.;[{'Téléphone': '04 78 16 01 01'}, {'Mél': 'contact@villa-maia.fr'}, {'Site web (URL)': 'http://www.villa-maia.com'}];Toute l'année  Ouverture le lundi, mardi, mercredi, jeudi et dimanche de 17h à 23h. Le vendredi et samedi de 17h à 0h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/108/213/2413932.jpg', 'taille': 495845, 'hauteur': 1333, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/108/213/2413932-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/109/213/2413933.jpg', 'taille': 88133, 'hauteur': 764, 'largeur': 1134, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/109/213/2413933-fiche.jpg'}]
Hopper;"{""postalCode"": '69003', ""streetAddress"": '43 cours Gambetta', ""addressLocality"": 'Lyon 3ème'}";30;4,846629;45,754236;5;Dans une déco sympa, des murs agrémentés de quelques graffs, un style industriel, John, le serveur au fort accent américain, vous accueille au bar pour vos commandes. Létage se veut plus cosy avec de gros canapés bien moelleux,;;[{'Page facebook': 'https://www.facebook.com/hopperlyon/'}];Ouvert du lun. au sam. de 7h à 1h, dim. de 8h30 à 1h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/66/242/3404354.jpg', 'taille': 241347, 'hauteur': 690, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/66/242/3404354-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/78/242/3404366.jpg', 'taille': 289097, 'hauteur': 690, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/78/242/3404366-fiche.jpg'}]
Bieristan;"{""postalCode"": '69100', ""streetAddress"": '14 Rue Paul Lafargue', ""addressLocality"": 'Villeurbanne'}";30;4,883503;45,767937;5;Ce bar à bières artisanales et restaurant de produits locaux offre un cadre cosy à lesprit brocante.;;[{'Téléphone': '09 83 69 11 05'}, {'Site web (URL)': 'https://www.bieristan.fr/'}];Toute l'année  Ouverture le mardi de 17h30 à 1h. Le mercredi, jeudi, vendredi et samedi de 12h à 1h. La cuisine du midi est fermée tout le mois d'août mais le bar du soir reste ouvert avec les flammekueches.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/34/3547843.jpg', 'taille': 169350, 'hauteur': 864, 'largeur': 1296, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/34/3547843-fiche.jpg'}]
Casa Jaguar;"{""postalCode"": '69006', ""streetAddress"": '157 Rue Cuvier', ""addressLocality"": 'Lyon 6ème'}";30;4,855112;45,767908;5;Cantina tropicale.;;[{'Téléphone': '04 78 24 03 73'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Restaurant_Review-g187265-d12138331-Reviews-Casa_Jaguar-Lyon_Rhone_Auvergne_Rhone_Alpes.html'}, {'Page facebook': 'https://www.facebook.com/casajaguarlyon/'}];Du mardi au samedi de 18h30 à 1h. Fermé lundi et dimanche.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/119/148/3576951.jpg', 'taille': 337293, 'hauteur': 853, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/119/148/3576951-fiche.jpg'}]
Obamo Café;"{""postalCode"": '69003', ""streetAddress"": '124 Rue du Dauphiné', ""addressLocality"": 'Lyon 3ème'}";30;4,873437;45,75419;5;Bar à cocktails et tapas.;;[{'Téléphone': '09 51 48 26 36'}, {'Page facebook': 'https://www.facebook.com/Obamo-Caf%C3%A9-1444259739202680/'}];Du mardi au jeudi : 18:00–01:00 Le vendredi et le samedi : 17:00–01:00 Fermé lundi et dimanche.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/153/3578307.jpeg', 'taille': 2177306, 'hauteur': 2508, 'largeur': 4054, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/195/153/3578307-fiche.jpg'}]
